x\y,0.01,2.5075,5.005,7.5025,10.0
0.01,7.071068,0.631348,0.282828,0.210819,0.174078
2.5075,0.631348,0.281944,0.174078,0.131306,0.107723
5.005,0.282828,0.174078,0.125000,0.099503,0.083333
7.5025,0.210819,0.131306,0.099503,0.081632,0.070711
10.0,0.174078,0.107723,0.083333,0.070711,0.061245
